SampleID,144746,144747,144748,144749,144750,144751,144752,144753,144754,144755,144756,144757,144758,144759,144760,144761,144762,144763,144764,144765,144766,144767,144768,144769,144770,144771,144772,144773,144774,144775,144776,144777,144778,144779,144780,144781
144765,0.678851175,0.631006346,0.622775801,0.548484848,0.638888889,0.597902098,0.696397942,0.622383985,0.716262976,0.702471483,0.653173873,0.691650854,0.640610961,0.674595623,0.613957597,0.594644506,0.65412844,0.531573987,0.34765625,0,0.388074291,0.673295455,0.556786704,0.630697674,0.548356808,0.648165569,0.554945055,0.636887608,0.647283127,0.613397129,0.568592058,0.650090416,0.580584354,0.638278388,0.591170825,0.62557924
144766,0.657195234,0.679057117,0.680494263,0.609045226,0.616438356,0.628647215,0.656593407,0.684968497,0.676225717,0.681407035,0.671374765,0.671342685,0.65189289,0.649193548,0.628054299,0.643582641,0.617790811,0.603896104,0.261930011,0.388074291,0,0.637007078,0.633484163,0.590863952,0.603367633,0.586312564,0.577425373,0.610376399,0.603271984,0.635386119,0.612669683,0.615384615,0.638238051,0.587192118,0.631528046,0.593903638
144767,0.545997611,0.629251701,0.598876404,0.592317224,0.6030871,0.628421053,0.5625,0.615296804,0.586618877,0.534435262,0.600481348,0.539295393,0.574117647,0.601792574,0.587973274,0.555029586,0.507042254,0.561784897,0.62413452,0.673295455,0.637007078,0,0.441975309,0.249626308,0.60738255,0.518904824,0.607415485,0.551813472,0.546163849,0.573913043,0.572222222,0.500628931,0.563766389,0.513784461,0.566339066,0.498094028
144768,0.585641026,0.553797468,0.539896373,0.523321957,0.590729783,0.529116466,0.606458123,0.530982906,0.637284701,0.603644647,0.555070883,0.592508513,0.498360656,0.603563474,0.501048218,0.486870897,0.576634512,0.412751678,0.619555556,0.556786704,0.633484163,0.441975309,0,0.354320988,0.480561555,0.56097561,0.497912317,0.598028478,0.588754135,0.552486188,0.44575725,0.556503198,0.477728285,0.541125541,0.468894009,0.543878657
144769,0.546275395,0.611713666,0.594882729,0.552757794,0.555075594,0.595092025,0.550561798,0.58121547,0.583050847,0.550446999,0.578341014,0.530690537,0.551918736,0.555279503,0.550865801,0.556424581,0.502421308,0.507865169,0.565260059,0.630697674,0.590863952,0.249626308,0.354320988,0,0.553846154,0.498756219,0.55828877,0.528465347,0.522981366,0.574269006,0.529284165,0.478313253,0.528258362,0.463325183,0.533175355,0.460687961
144770,0.628398792,0.567195767,0.561983471,0.47318236,0.567951318,0.514871795,0.629145729,0.575026233,0.657229525,0.630804077,0.584415584,0.608646189,0.521786492,0.602259887,0.390660592,0.577083333,0.631524008,0.492473118,0.584331797,0.548356808,0.603367633,0.60738255,0.480561555,0.553846154,0,0.390703518,0.226932668,0.558219178,0.541570439,0.525655644,0.455723542,0.583686441,0.509933775,0.561081081,0.490218642,0.538546256
144771,0.551445087,0.596392334,0.588558856,0.547707559,0.550611791,0.578556263,0.577097506,0.612222222,0.584204413,0.565840939,0.586084906,0.536136662,0.538641686,0.536964981,0.453143535,0.597098214,0.555288462,0.563333333,0.581510934,0.648165569,0.586312564,0.518904824,0.56097561,0.498756219,0.390703518,0,0.388957055,0.487549148,0.471523179,0.540073983,0.525669643,0.545023697,0.575200918,0.509756098,0.557553957,0.498150432
144772,0.593340061,0.530222694,0.518210198,0.473255814,0.548743719,0.491335372,0.598393574,0.552083333,0.629032258,0.619577308,0.56684492,0.593049327,0.520766773,0.578947368,0.380044843,0.539184953,0.596656217,0.464668094,0.560146924,0.554945055,0.577425373,0.607415485,0.497912317,0.55828877,0.226932668,0.388957055,0,0.557906459,0.540022548,0.526140156,0.449628844,0.585743802,0.501084599,0.551540914,0.509977827,0.546524064
144773,0.541912633,0.573255814,0.573844419,0.5875153,0.573806881,0.593184239,0.568287037,0.596351197,0.561676647,0.559254328,0.563260341,0.542553191,0.573085847,0.535620053,0.567928731,0.623333333,0.570048309,0.600439078,0.593812375,0.636887608,0.610376399,0.551813472,0.598028478,0.528465347,0.558219178,0.487549148,0.557906459,0,0.196825397,0.334285714,0.591351351,0.554360812,0.602285714,0.51541307,0.590963139,0.511166253
144774,0.522727273,0.573255814,0.567383918,0.571782178,0.551296505,0.574973031,0.558275058,0.591533181,0.546004843,0.539811066,0.550920245,0.522911051,0.547815821,0.518024032,0.548532731,0.596828992,0.550795594,0.601973684,0.604950495,0.647283127,0.603271984,0.546163849,0.588754135,0.522981366,0.541570439,0.471523179,0.540022548,0.196825397,0,0.300291545,0.569703622,0.542168675,0.594252874,0.513580247,0.56884058,0.505603985
144775,0.547646383,0.512426036,0.495934959,0.536464771,0.584499462,0.553533191,0.584357542,0.565415245,0.546635183,0.544502618,0.49751861,0.539559014,0.521126761,0.529032258,0.526315789,0.538018433,0.55648038,0.572210066,0.622966507,0.613397129,0.635386119,0.573913043,0.552486188,0.574269006,0.525655644,0.540073983,0.526140156,0.334285714,0.300291545,0,0.539978094,0.600451467,0.587373168,0.59453303,0.548387097,0.556338028
144776,0.599400599,0.57025641,0.532786885,0.535476718,0.598455598,0.55393586,0.616748768,0.564681725,0.636091725,0.619889503,0.569002123,0.607497244,0.507478632,0.604371585,0.498966942,0.51059322,0.589770355,0.45112782,0.615114236,0.568592058,0.612669683,0.572222222,0.44575725,0.529284165,0.455723542,0.525669643,0.449628844,0.591351351,0.569703622,0.539978094,0,0.426285714,0.319226119,0.454340474,0.365175333,0.439497717
144777,0.547169811,0.633403361,0.613871636,0.629464286,0.598969072,0.652173913,0.5625,0.627760252,0.601973684,0.567534077,0.610188261,0.57837181,0.587215601,0.597156398,0.586278586,0.575921909,0.54566474,0.561833689,0.611423221,0.650090416,0.615384615,0.500628931,0.556503198,0.478313253,0.583686441,0.545023697,0.585743802,0.554360812,0.542168675,0.600451467,0.426285714,0,0.414425428,0.361538462,0.466504263,0.334640523
144778,0.632885212,0.599147122,0.582809224,0.573563218,0.614141414,0.583501006,0.613612565,0.575135135,0.659729448,0.624705882,0.587973274,0.62601626,0.555921053,0.619377163,0.548625793,0.547645126,0.618478261,0.481605351,0.623735051,0.580584354,0.638238051,0.563766389,0.477728285,0.528258362,0.509933775,0.575200918,0.501084599,0.602285714,0.594252874,0.587373168,0.319226119,0.414425428,0,0.414004914,0.326315789,0.403225806
144779,0.558628319,0.623804463,0.602725367,0.592165899,0.577287066,0.620655412,0.55,0.623940678,0.607025247,0.564294632,0.587104072,0.548628429,0.54972067,0.556372549,0.571729958,0.590075512,0.555940023,0.538628945,0.582533589,0.638278388,0.587192118,0.513784461,0.541125541,0.463325183,0.561081081,0.509756098,0.551540914,0.51541307,0.513580247,0.59453303,0.454340474,0.361538462,0.414004914,0,0.435705368,0.267759563
144780,0.602829162,0.564679415,0.544850498,0.540048544,0.598739496,0.575883576,0.588364435,0.556933484,0.61572536,0.589775561,0.552941176,0.591635916,0.528193326,0.595151515,0.519955654,0.521239954,0.592465753,0.502262443,0.648748842,0.591170825,0.631528046,0.566339066,0.468894009,0.533175355,0.490218642,0.557553957,0.509977827,0.590963139,0.56884058,0.548387097,0.365175333,0.466504263,0.326315789,0.435705368,0,0.360892388
144781,0.546979866,0.608836207,0.586170213,0.556872038,0.564893617,0.605236657,0.547991071,0.596966414,0.578651685,0.526992288,0.550640279,0.537200504,0.559020045,0.536159601,0.571428571,0.583695652,0.531764706,0.541394336,0.587727709,0.62557924,0.593903638,0.498094028,0.543878657,0.460687961,0.538546256,0.498150432,0.546524064,0.511166253,0.505603985,0.556338028,0.439497717,0.334640523,0.403225806,0.267759563,0.360892388,0
